creator_id,platform,name,channel_id,country,language,category,subscribers,avg_views,engagement_rate,recent_video_ids,last_30d_uploads
creator_156,youtube,Creator 156,UC000156793,DE,en,Education,44066,7765,0.08569663510458989,"['vid_156_0', 'vid_156_1', 'vid_156_2', 'vid_156_3', 'vid_156_4', 'vid_156_5', 'vid_156_6']",10
creator_157,youtube,Creator 157,UC000157681,MY,en,AI,184021,42139,0.06467395445985195,"['vid_157_0', 'vid_157_1', 'vid_157_2', 'vid_157_3', 'vid_157_4']",6
creator_158,youtube,Creator 158,UC000158209,IN,ms,Tech,105184,12065,0.09191366405202399,"['vid_158_0', 'vid_158_1', 'vid_158_2', 'vid_158_3', 'vid_158_4', 'vid_158_5', 'vid_158_6']",0
creator_159,youtube,Creator 159,UC000159869,DE,zh,Design,62104,16448,0.05687314384727703,"['vid_159_0', 'vid_159_1', 'vid_159_2', 'vid_159_3', 'vid_159_4', 'vid_159_5', 'vid_159_6']",12
creator_160,youtube,Creator 160,UC000160206,GB,en,Design,20937,6147,0.010358855175894788,"['vid_160_0', 'vid_160_1', 'vid_160_2', 'vid_160_3']",0
creator_161,youtube,Creator 161,UC000161939,ID,en,Tech,20015,5176,0.02046644965286007,"['vid_161_0', 'vid_161_1', 'vid_161_2', 'vid_161_3']",1
creator_162,youtube,Creator 162,UC000162458,DE,ms,Education,310290,94492,0.1193295125871898,"['vid_162_0', 'vid_162_1', 'vid_162_2', 'vid_162_3', 'vid_162_4', 'vid_162_5', 'vid_162_6']",2
creator_163,youtube,Creator 163,UC000163452,DE,en,Design,406435,155786,0.07206362512631755,"['vid_163_0', 'vid_163_1', 'vid_163_2', 'vid_163_3', 'vid_163_4', 'vid_163_5', 'vid_163_6']",11
creator_164,youtube,Creator 164,UC000164837,MY,zh,Gaming,281001,110737,0.015105318713012593,"['vid_164_0', 'vid_164_1', 'vid_164_2', 'vid_164_3', 'vid_164_4']",13
creator_165,youtube,Creator 165,UC000165823,IN,en,Tech,157225,14788,0.0694870268750069,"['vid_165_0', 'vid_165_1', 'vid_165_2', 'vid_165_3', 'vid_165_4']",3
creator_166,youtube,Creator 166,UC000166402,SG,ms,AI,348542,100933,0.10501521422268706,"['vid_166_0', 'vid_166_1', 'vid_166_2', 'vid_166_3', 'vid_166_4']",0
creator_167,youtube,Creator 167,UC000167469,SG,zh,Education,211994,14960,0.14224908417730425,"['vid_167_0', 'vid_167_1', 'vid_167_2', 'vid_167_3', 'vid_167_4']",5
creator_168,youtube,Creator 168,UC000168391,IN,en,Education,448546,136502,0.048615202077271887,"['vid_168_0', 'vid_168_1']",3
creator_169,youtube,Creator 169,UC000169111,MY,en,Tech,214864,68894,0.14315232663932811,"['vid_169_0', 'vid_169_1', 'vid_169_2', 'vid_169_3', 'vid_169_4']",15
creator_170,youtube,Creator 170,UC000170791,MY,ms,Gaming,478790,82600,0.0636921795847845,"['vid_170_0', 'vid_170_1', 'vid_170_2']",1
creator_171,youtube,Creator 171,UC000171975,MY,en,AI,225843,80472,0.1383649153985091,"['vid_171_0', 'vid_171_1']",8
creator_172,youtube,Creator 172,UC000172341,IN,ms,Design,126796,40835,0.028374060884790525,"['vid_172_0', 'vid_172_1', 'vid_172_2', 'vid_172_3', 'vid_172_4']",15
creator_173,youtube,Creator 173,UC000173632,MY,en,AI,417634,139751,0.1132449395157025,"['vid_173_0', 'vid_173_1', 'vid_173_2', 'vid_173_3']",5
creator_174,youtube,Creator 174,UC000174834,SG,id,Design,395276,74555,0.01626207941558784,"['vid_174_0', 'vid_174_1', 'vid_174_2', 'vid_174_3', 'vid_174_4', 'vid_174_5', 'vid_174_6']",4
creator_175,youtube,Creator 175,UC000175731,IN,zh,Education,401269,159744,0.09074281115134905,"['vid_175_0', 'vid_175_1', 'vid_175_2', 'vid_175_3', 'vid_175_4', 'vid_175_5']",15
creator_176,youtube,Creator 176,UC000176550,SG,en,Design,19709,3259,0.11891404414515445,"['vid_176_0', 'vid_176_1', 'vid_176_2', 'vid_176_3', 'vid_176_4', 'vid_176_5', 'vid_176_6']",11
creator_177,youtube,Creator 177,UC000177369,MY,en,Education,93449,9213,0.05181650952222442,"['vid_177_0', 'vid_177_1']",1
creator_178,youtube,Creator 178,UC000178489,IN,en,Education,484049,65725,0.09328292629325824,"['vid_178_0', 'vid_178_1', 'vid_178_2', 'vid_178_3', 'vid_178_4', 'vid_178_5', 'vid_178_6']",1
creator_179,youtube,Creator 179,UC000179740,DE,en,Tech,165775,59771,0.14583813326330894,"['vid_179_0', 'vid_179_1', 'vid_179_2', 'vid_179_3', 'vid_179_4', 'vid_179_5', 'vid_179_6']",12
creator_180,youtube,Creator 180,UC000180784,SG,id,AI,296889,88413,0.09617365450732443,"['vid_180_0', 'vid_180_1', 'vid_180_2', 'vid_180_3', 'vid_180_4']",13
creator_181,youtube,Creator 181,UC000181440,US,zh,Design,12786,718,0.010911818952299781,"['vid_181_0', 'vid_181_1', 'vid_181_2']",11
creator_182,youtube,Creator 182,UC000182272,MY,id,Design,148608,16861,0.04931303185133003,"['vid_182_0', 'vid_182_1', 'vid_182_2']",15
creator_183,youtube,Creator 183,UC000183474,MY,zh,Tech,144473,41820,0.1048454438980714,"['vid_183_0', 'vid_183_1', 'vid_183_2', 'vid_183_3', 'vid_183_4', 'vid_183_5']",2
creator_184,youtube,Creator 184,UC000184242,MY,ms,AI,37434,11525,0.08647845905010208,"['vid_184_0', 'vid_184_1']",8
creator_185,youtube,Creator 185,UC000185357,ID,ms,Education,252590,55437,0.138304362776113,"['vid_185_0', 'vid_185_1', 'vid_185_2', 'vid_185_3', 'vid_185_4']",13
creator_186,youtube,Creator 186,UC000186250,IN,ms,Tech,228165,30229,0.13187832945159475,"['vid_186_0', 'vid_186_1', 'vid_186_2', 'vid_186_3', 'vid_186_4']",6
creator_187,youtube,Creator 187,UC000187283,DE,en,Tech,12164,1208,0.03305126796457611,"['vid_187_0', 'vid_187_1']",11
creator_188,youtube,Creator 188,UC000188341,MY,id,Tech,276271,37964,0.02539557482974392,"['vid_188_0', 'vid_188_1', 'vid_188_2', 'vid_188_3', 'vid_188_4']",1
creator_189,youtube,Creator 189,UC000189175,DE,id,Design,314777,92837,0.08744561841333207,"['vid_189_0', 'vid_189_1', 'vid_189_2', 'vid_189_3']",13
creator_190,youtube,Creator 190,UC000190973,DE,ms,Tech,152912,34638,0.1358041413315413,"['vid_190_0', 'vid_190_1', 'vid_190_2', 'vid_190_3', 'vid_190_4', 'vid_190_5', 'vid_190_6']",1
creator_191,youtube,Creator 191,UC000191992,DE,en,Tech,491262,94072,0.01804576685956088,"['vid_191_0', 'vid_191_1']",0
creator_192,youtube,Creator 192,UC000192130,US,en,Education,170442,43568,0.04702873719895356,"['vid_192_0', 'vid_192_1', 'vid_192_2', 'vid_192_3', 'vid_192_4', 'vid_192_5']",10
creator_193,youtube,Creator 193,UC000193595,GB,en,Design,391912,101622,0.10634984640025978,"['vid_193_0', 'vid_193_1', 'vid_193_2', 'vid_193_3', 'vid_193_4', 'vid_193_5']",13
creator_194,youtube,Creator 194,UC000194563,MY,ms,Education,155610,59204,0.10595505972352683,"['vid_194_0', 'vid_194_1', 'vid_194_2', 'vid_194_3', 'vid_194_4', 'vid_194_5']",6
creator_195,youtube,Creator 195,UC000195376,IN,zh,Design,131781,38021,0.014784029195458914,"['vid_195_0', 'vid_195_1']",6
creator_196,youtube,Creator 196,UC000196244,SG,ms,Design,289180,15448,0.024467592854950503,"['vid_196_0', 'vid_196_1']",11
creator_197,youtube,Creator 197,UC000197398,US,zh,Gaming,89902,35173,0.05273953972129805,"['vid_197_0', 'vid_197_1']",14
creator_198,youtube,Creator 198,UC000198286,GB,en,AI,27383,2544,0.11428936597455323,"['vid_198_0', 'vid_198_1', 'vid_198_2']",14
creator_199,youtube,Creator 199,UC000199315,ID,en,AI,447452,64856,0.10648300897021822,"['vid_199_0', 'vid_199_1', 'vid_199_2', 'vid_199_3', 'vid_199_4']",8
creator_200,youtube,Creator 200,UC000200829,DE,id,Tech,233816,47418,0.10331129657197187,"['vid_200_0', 'vid_200_1', 'vid_200_2', 'vid_200_3', 'vid_200_4']",8
creator_201,youtube,Creator 201,UC000201230,US,en,Design,91863,21804,0.05809915994926036,"['vid_201_0', 'vid_201_1', 'vid_201_2', 'vid_201_3', 'vid_201_4', 'vid_201_5']",7
creator_202,youtube,Creator 202,UC000202757,US,zh,Education,376817,123485,0.09286067706648417,"['vid_202_0', 'vid_202_1', 'vid_202_2']",12
creator_203,youtube,Creator 203,UC000203632,ID,en,Education,406197,103565,0.038413988512735094,"['vid_203_0', 'vid_203_1', 'vid_203_2', 'vid_203_3', 'vid_203_4', 'vid_203_5']",0
creator_204,youtube,Creator 204,UC000204401,SG,en,Tech,347300,83717,0.12829834059930484,"['vid_204_0', 'vid_204_1', 'vid_204_2', 'vid_204_3', 'vid_204_4', 'vid_204_5', 'vid_204_6']",0
creator_205,youtube,Creator 205,UC000205435,GB,en,Tech,419275,77895,0.0844507722657756,"['vid_205_0', 'vid_205_1', 'vid_205_2', 'vid_205_3', 'vid_205_4']",0
creator_206,youtube,Creator 206,UC000206232,ID,en,Design,473684,75888,0.10308606000128195,"['vid_206_0', 'vid_206_1', 'vid_206_2']",15
creator_207,youtube,Creator 207,UC000207981,US,id,AI,73970,5572,0.12964051259667772,"['vid_207_0', 'vid_207_1', 'vid_207_2', 'vid_207_3']",15
creator_208,youtube,Creator 208,UC000208273,DE,en,Tech,469908,61540,0.11139080566205033,"['vid_208_0', 'vid_208_1', 'vid_208_2', 'vid_208_3', 'vid_208_4']",8
creator_209,youtube,Creator 209,UC000209808,ID,zh,Gaming,243265,72471,0.05620529876565368,"['vid_209_0', 'vid_209_1']",3
creator_210,youtube,Creator 210,UC000210682,US,id,Education,462815,26499,0.09690233614742935,"['vid_210_0', 'vid_210_1', 'vid_210_2', 'vid_210_3']",6
creator_211,youtube,Creator 211,UC000211306,SG,zh,Gaming,112008,21228,0.07997173784652313,"['vid_211_0', 'vid_211_1']",15
creator_212,youtube,Creator 212,UC000212201,DE,zh,Tech,327434,111286,0.0755133020888686,"['vid_212_0', 'vid_212_1', 'vid_212_2', 'vid_212_3', 'vid_212_4', 'vid_212_5']",14
creator_213,youtube,Creator 213,UC000213619,DE,en,Design,268260,66539,0.12545465644859266,"['vid_213_0', 'vid_213_1', 'vid_213_2', 'vid_213_3', 'vid_213_4', 'vid_213_5']",11
creator_214,youtube,Creator 214,UC000214569,SG,id,AI,431007,70825,0.01435420089447564,"['vid_214_0', 'vid_214_1', 'vid_214_2', 'vid_214_3']",8
creator_215,youtube,Creator 215,UC000215715,SG,ms,Education,455842,48115,0.11413392323477699,"['vid_215_0', 'vid_215_1']",12
creator_216,youtube,Creator 216,UC000216880,US,en,Gaming,282917,30782,0.013823330168605137,"['vid_216_0', 'vid_216_1', 'vid_216_2']",1
creator_217,youtube,Creator 217,UC000217487,MY,zh,Education,88756,18077,0.12599979409768988,"['vid_217_0', 'vid_217_1', 'vid_217_2', 'vid_217_3', 'vid_217_4', 'vid_217_5']",7
creator_218,youtube,Creator 218,UC000218859,IN,en,Education,201561,20851,0.1367841053092943,"['vid_218_0', 'vid_218_1', 'vid_218_2', 'vid_218_3', 'vid_218_4', 'vid_218_5', 'vid_218_6']",4
creator_219,youtube,Creator 219,UC000219658,US,en,Gaming,86482,4839,0.11173214004585537,"['vid_219_0', 'vid_219_1', 'vid_219_2', 'vid_219_3']",0
creator_220,youtube,Creator 220,UC000220664,SG,en,Tech,271834,18457,0.10204705536701673,"['vid_220_0', 'vid_220_1']",15
creator_221,youtube,Creator 221,UC000221152,MY,id,Education,42008,4767,0.10216432497688102,"['vid_221_0', 'vid_221_1', 'vid_221_2', 'vid_221_3', 'vid_221_4', 'vid_221_5']",2
creator_222,youtube,Creator 222,UC000222188,US,en,Design,424157,160977,0.05843350186153437,"['vid_222_0', 'vid_222_1', 'vid_222_2', 'vid_222_3', 'vid_222_4', 'vid_222_5', 'vid_222_6']",1
creator_223,youtube,Creator 223,UC000223820,US,en,Education,26469,5524,0.010758476058892779,"['vid_223_0', 'vid_223_1', 'vid_223_2']",8
creator_224,youtube,Creator 224,UC000224188,IN,en,AI,242442,15258,0.030699332454799222,"['vid_224_0', 'vid_224_1', 'vid_224_2', 'vid_224_3', 'vid_224_4', 'vid_224_5', 'vid_224_6']",11
creator_225,youtube,Creator 225,UC000225765,DE,en,Design,189004,47651,0.14442933377585732,"['vid_225_0', 'vid_225_1', 'vid_225_2', 'vid_225_3']",11
creator_226,youtube,Creator 226,UC000226607,US,ms,AI,303479,60956,0.07595741046091327,"['vid_226_0', 'vid_226_1', 'vid_226_2']",7
creator_227,youtube,Creator 227,UC000227904,DE,en,Tech,338883,107818,0.04674549030383332,"['vid_227_0', 'vid_227_1', 'vid_227_2']",3
creator_228,youtube,Creator 228,UC000228947,IN,id,Education,333533,23470,0.0896011606275992,"['vid_228_0', 'vid_228_1', 'vid_228_2', 'vid_228_3', 'vid_228_4', 'vid_228_5', 'vid_228_6']",0
creator_229,youtube,Creator 229,UC000229279,GB,en,Tech,111130,33598,0.019125318877718067,"['vid_229_0', 'vid_229_1', 'vid_229_2']",6
creator_230,youtube,Creator 230,UC000230281,US,ms,Tech,203171,45464,0.10252789853778693,"['vid_230_0', 'vid_230_1', 'vid_230_2', 'vid_230_3', 'vid_230_4']",2
creator_231,youtube,Creator 231,UC000231142,IN,ms,AI,220535,11288,0.08989235908621533,"['vid_231_0', 'vid_231_1']",14
creator_232,youtube,Creator 232,UC000232805,GB,ms,AI,18838,2273,0.06767679532383818,"['vid_232_0', 'vid_232_1', 'vid_232_2', 'vid_232_3', 'vid_232_4', 'vid_232_5', 'vid_232_6']",14
creator_233,youtube,Creator 233,UC000233614,MY,id,AI,358672,65472,0.04142764734939222,"['vid_233_0', 'vid_233_1']",13
creator_234,youtube,Creator 234,UC000234270,IN,en,Tech,179506,55121,0.04001952565049952,"['vid_234_0', 'vid_234_1', 'vid_234_2']",2
creator_235,youtube,Creator 235,UC000235909,MY,en,Gaming,19242,5457,0.018437608430456855,"['vid_235_0', 'vid_235_1', 'vid_235_2', 'vid_235_3', 'vid_235_4']",8
creator_236,youtube,Creator 236,UC000236984,US,en,AI,138412,19217,0.147885247285972,"['vid_236_0', 'vid_236_1']",3
creator_237,youtube,Creator 237,UC000237404,ID,id,Education,390114,79766,0.11679175208893788,"['vid_237_0', 'vid_237_1', 'vid_237_2', 'vid_237_3']",2
creator_238,youtube,Creator 238,UC000238477,GB,ms,Tech,322593,127460,0.1185610786386541,"['vid_238_0', 'vid_238_1']",0
creator_239,youtube,Creator 239,UC000239899,ID,en,AI,408184,42212,0.013649503739542553,"['vid_239_0', 'vid_239_1', 'vid_239_2', 'vid_239_3', 'vid_239_4']",5
creator_240,youtube,Creator 240,UC000240290,SG,zh,AI,271067,47577,0.05024655716806511,"['vid_240_0', 'vid_240_1']",15
creator_241,youtube,Creator 241,UC000241269,MY,en,Tech,219284,27385,0.027935477111050093,"['vid_241_0', 'vid_241_1', 'vid_241_2', 'vid_241_3', 'vid_241_4', 'vid_241_5', 'vid_241_6']",11
creator_242,youtube,Creator 242,UC000242497,ID,ms,Education,246011,41599,0.10350819885282654,"['vid_242_0', 'vid_242_1', 'vid_242_2', 'vid_242_3', 'vid_242_4', 'vid_242_5', 'vid_242_6']",14
creator_243,youtube,Creator 243,UC000243569,SG,en,AI,410559,22993,0.12223609439329626,"['vid_243_0', 'vid_243_1', 'vid_243_2', 'vid_243_3', 'vid_243_4', 'vid_243_5']",5
creator_244,youtube,Creator 244,UC000244874,MY,en,AI,56764,21784,0.024357306062316585,"['vid_244_0', 'vid_244_1', 'vid_244_2', 'vid_244_3', 'vid_244_4']",6
creator_245,youtube,Creator 245,UC000245582,SG,en,Design,422030,126288,0.14152252719977837,"['vid_245_0', 'vid_245_1', 'vid_245_2', 'vid_245_3', 'vid_245_4', 'vid_245_5', 'vid_245_6']",3
creator_246,youtube,Creator 246,UC000246578,MY,en,Tech,444018,37161,0.12051828008095536,"['vid_246_0', 'vid_246_1']",5
creator_247,youtube,Creator 247,UC000247722,MY,id,Design,25831,2543,0.08611921639080365,"['vid_247_0', 'vid_247_1']",0
creator_248,youtube,Creator 248,UC000248176,SG,en,Tech,90624,17854,0.10987527265789349,"['vid_248_0', 'vid_248_1']",2
creator_249,youtube,Creator 249,UC000249357,DE,en,AI,36467,5173,0.08337719231603312,"['vid_249_0', 'vid_249_1']",15
creator_250,youtube,Creator 250,UC000250502,MY,en,AI,122808,6810,0.0759018525265792,"['vid_250_0', 'vid_250_1', 'vid_250_2', 'vid_250_3', 'vid_250_4', 'vid_250_5', 'vid_250_6']",9
creator_251,youtube,Creator 251,UC000251328,MY,en,Tech,445239,81651,0.13867202003653395,"['vid_251_0', 'vid_251_1', 'vid_251_2', 'vid_251_3', 'vid_251_4', 'vid_251_5']",12
creator_252,youtube,Creator 252,UC000252433,DE,zh,Tech,163120,56653,0.05426674641022894,"['vid_252_0', 'vid_252_1']",2
creator_253,youtube,Creator 253,UC000253177,MY,zh,Design,22257,4637,0.08964198616295421,"['vid_253_0', 'vid_253_1', 'vid_253_2']",7
creator_254,youtube,Creator 254,UC000254496,DE,ms,Education,129192,48693,0.14289467551946303,"['vid_254_0', 'vid_254_1', 'vid_254_2', 'vid_254_3', 'vid_254_4', 'vid_254_5', 'vid_254_6']",6
creator_255,youtube,Creator 255,UC000255445,GB,en,Education,44392,6958,0.142966274227886,"['vid_255_0', 'vid_255_1']",15
creator_256,youtube,Creator 256,UC000256255,MY,en,Gaming,187013,49629,0.14993482712358214,"['vid_256_0', 'vid_256_1', 'vid_256_2', 'vid_256_3', 'vid_256_4', 'vid_256_5']",11
creator_257,youtube,Creator 257,UC000257561,DE,zh,Design,241177,86150,0.06246535027054468,"['vid_257_0', 'vid_257_1', 'vid_257_2', 'vid_257_3']",4
creator_258,youtube,Creator 258,UC000258322,ID,en,Education,122622,13279,0.015127304645007649,"['vid_258_0', 'vid_258_1', 'vid_258_2']",2
creator_259,youtube,Creator 259,UC000259888,IN,en,Gaming,437064,97723,0.11970610496465045,"['vid_259_0', 'vid_259_1', 'vid_259_2']",15
creator_260,youtube,Creator 260,UC000260591,ID,en,Tech,347203,19776,0.09567568631883662,"['vid_260_0', 'vid_260_1', 'vid_260_2']",2
creator_261,youtube,Creator 261,UC000261873,ID,zh,Education,357319,48480,0.03938689509312456,"['vid_261_0', 'vid_261_1', 'vid_261_2']",3
creator_262,youtube,Creator 262,UC000262125,SG,id,Design,42332,4300,0.01915490188206232,"['vid_262_0', 'vid_262_1', 'vid_262_2', 'vid_262_3']",12
creator_263,youtube,Creator 263,UC000263552,MY,zh,AI,236788,57579,0.12644421155691557,"['vid_263_0', 'vid_263_1', 'vid_263_2']",4
creator_264,youtube,Creator 264,UC000264147,SG,id,AI,21984,7474,0.06121910114089161,"['vid_264_0', 'vid_264_1', 'vid_264_2', 'vid_264_3', 'vid_264_4', 'vid_264_5', 'vid_264_6']",9
creator_265,youtube,Creator 265,UC000265764,MY,en,AI,21328,4952,0.0907502342844763,"['vid_265_0', 'vid_265_1', 'vid_265_2', 'vid_265_3', 'vid_265_4', 'vid_265_5', 'vid_265_6']",3
creator_266,youtube,Creator 266,UC000266219,DE,en,Education,497514,75968,0.028696527769251058,"['vid_266_0', 'vid_266_1', 'vid_266_2']",9
creator_267,youtube,Creator 267,UC000267213,GB,ms,AI,199294,47399,0.12233507219623661,"['vid_267_0', 'vid_267_1', 'vid_267_2', 'vid_267_3', 'vid_267_4', 'vid_267_5']",9
creator_268,youtube,Creator 268,UC000268487,MY,zh,Tech,13775,3590,0.042731483856057684,"['vid_268_0', 'vid_268_1', 'vid_268_2', 'vid_268_3', 'vid_268_4']",6
creator_269,youtube,Creator 269,UC000269850,US,zh,Design,226208,23869,0.1121509891392103,"['vid_269_0', 'vid_269_1']",1
creator_270,youtube,Creator 270,UC000270364,IN,en,Design,191806,60385,0.07879628388145037,"['vid_270_0', 'vid_270_1', 'vid_270_2', 'vid_270_3', 'vid_270_4']",8
creator_271,youtube,Creator 271,UC000271117,ID,ms,Gaming,101794,23666,0.10755831739575937,"['vid_271_0', 'vid_271_1', 'vid_271_2', 'vid_271_3']",6
creator_272,youtube,Creator 272,UC000272103,GB,id,Education,459479,148518,0.050649884662802784,"['vid_272_0', 'vid_272_1', 'vid_272_2']",5
creator_273,youtube,Creator 273,UC000273312,DE,en,Education,193706,40730,0.08520044221183086,"['vid_273_0', 'vid_273_1', 'vid_273_2']",7
creator_274,youtube,Creator 274,UC000274730,DE,zh,Gaming,275687,16125,0.07046099665065746,"['vid_274_0', 'vid_274_1', 'vid_274_2', 'vid_274_3']",3
creator_275,youtube,Creator 275,UC000275659,SG,en,Design,237786,51622,0.020252945243170895,"['vid_275_0', 'vid_275_1', 'vid_275_2', 'vid_275_3', 'vid_275_4', 'vid_275_5', 'vid_275_6']",10
creator_276,youtube,Creator 276,UC000276819,MY,en,Design,463529,51265,0.027349303667997045,"['vid_276_0', 'vid_276_1']",14
creator_277,youtube,Creator 277,UC000277389,US,ms,Education,137424,33039,0.05126661861558281,"['vid_277_0', 'vid_277_1', 'vid_277_2']",14
creator_278,youtube,Creator 278,UC000278151,DE,id,Education,287301,79659,0.1289230912631799,"['vid_278_0', 'vid_278_1', 'vid_278_2', 'vid_278_3', 'vid_278_4', 'vid_278_5']",6
creator_279,youtube,Creator 279,UC000279614,DE,en,Design,129173,14635,0.1279071596507997,"['vid_279_0', 'vid_279_1', 'vid_279_2', 'vid_279_3', 'vid_279_4']",6
creator_280,youtube,Creator 280,UC000280360,ID,id,AI,313314,34107,0.09256415403717755,"['vid_280_0', 'vid_280_1', 'vid_280_2']",8
creator_281,youtube,Creator 281,UC000281570,IN,id,Design,394631,86065,0.11632725521503032,"['vid_281_0', 'vid_281_1', 'vid_281_2', 'vid_281_3', 'vid_281_4']",12
creator_282,youtube,Creator 282,UC000282852,US,zh,Education,306795,55045,0.05023334755365783,"['vid_282_0', 'vid_282_1', 'vid_282_2', 'vid_282_3']",9
creator_283,youtube,Creator 283,UC000283714,MY,zh,Education,361715,64240,0.09916609877419645,"['vid_283_0', 'vid_283_1', 'vid_283_2', 'vid_283_3', 'vid_283_4', 'vid_283_5', 'vid_283_6']",9
creator_284,youtube,Creator 284,UC000284663,GB,id,Tech,240148,71543,0.07721785786335388,"['vid_284_0', 'vid_284_1']",8
creator_285,youtube,Creator 285,UC000285518,ID,en,Education,221830,46804,0.066403242067744,"['vid_285_0', 'vid_285_1']",15
creator_286,youtube,Creator 286,UC000286184,MY,zh,AI,289754,60374,0.11543967223887788,"['vid_286_0', 'vid_286_1', 'vid_286_2', 'vid_286_3']",6
creator_287,youtube,Creator 287,UC000287629,MY,en,Gaming,323664,77176,0.08133491386575624,"['vid_287_0', 'vid_287_1', 'vid_287_2', 'vid_287_3', 'vid_287_4', 'vid_287_5', 'vid_287_6']",6
creator_288,youtube,Creator 288,UC000288220,US,en,Design,130707,11916,0.017729427560409333,"['vid_288_0', 'vid_288_1', 'vid_288_2', 'vid_288_3', 'vid_288_4', 'vid_288_5']",14
creator_289,youtube,Creator 289,UC000289332,GB,zh,Gaming,245517,63603,0.05857005997428997,"['vid_289_0', 'vid_289_1', 'vid_289_2', 'vid_289_3', 'vid_289_4']",0
creator_290,youtube,Creator 290,UC000290737,US,zh,AI,420676,72460,0.03792266646391205,"['vid_290_0', 'vid_290_1', 'vid_290_2']",4
creator_291,youtube,Creator 291,UC000291768,ID,en,Tech,123794,37508,0.11210372784892517,"['vid_291_0', 'vid_291_1', 'vid_291_2', 'vid_291_3', 'vid_291_4', 'vid_291_5', 'vid_291_6']",1
creator_292,youtube,Creator 292,UC000292564,US,en,Education,489599,88998,0.12290773341024842,"['vid_292_0', 'vid_292_1', 'vid_292_2', 'vid_292_3']",10
creator_293,youtube,Creator 293,UC000293584,SG,en,AI,357719,140028,0.01686767188770726,"['vid_293_0', 'vid_293_1', 'vid_293_2', 'vid_293_3', 'vid_293_4', 'vid_293_5']",12
creator_294,youtube,Creator 294,UC000294231,DE,en,Tech,470338,130752,0.03739175639773815,"['vid_294_0', 'vid_294_1', 'vid_294_2', 'vid_294_3', 'vid_294_4']",13
creator_295,youtube,Creator 295,UC000295717,SG,en,AI,71528,24408,0.07744702971337337,"['vid_295_0', 'vid_295_1', 'vid_295_2', 'vid_295_3', 'vid_295_4']",2
creator_296,youtube,Creator 296,UC000296589,SG,zh,Tech,380972,113521,0.04947805123011191,"['vid_296_0', 'vid_296_1', 'vid_296_2', 'vid_296_3', 'vid_296_4']",11
creator_297,youtube,Creator 297,UC000297657,IN,id,Design,41531,13167,0.09031434041978935,"['vid_297_0', 'vid_297_1', 'vid_297_2']",4
creator_298,youtube,Creator 298,UC000298890,SG,en,AI,294855,25389,0.029378801257797918,"['vid_298_0', 'vid_298_1', 'vid_298_2', 'vid_298_3', 'vid_298_4', 'vid_298_5', 'vid_298_6']",1
creator_299,youtube,Creator 299,UC000299151,DE,en,Design,470154,138996,0.12587933704489174,"['vid_299_0', 'vid_299_1', 'vid_299_2', 'vid_299_3', 'vid_299_4']",12
creator_300,youtube,Creator 300,UC000300886,US,en,AI,409090,132540,0.012937107207010712,"['vid_300_0', 'vid_300_1']",7
creator_301,youtube,Creator 301,UC000301273,GB,zh,AI,53982,3114,0.14228633751395336,"['vid_301_0', 'vid_301_1', 'vid_301_2', 'vid_301_3', 'vid_301_4', 'vid_301_5']",0
creator_302,youtube,Creator 302,UC000302536,ID,id,Tech,374360,65594,0.0805467741470986,"['vid_302_0', 'vid_302_1', 'vid_302_2', 'vid_302_3', 'vid_302_4', 'vid_302_5']",15
creator_303,youtube,Creator 303,UC000303720,IN,zh,AI,129804,18206,0.07025402875607281,"['vid_303_0', 'vid_303_1', 'vid_303_2', 'vid_303_3', 'vid_303_4']",15
creator_304,youtube,Creator 304,UC000304926,IN,zh,Tech,390280,91012,0.12550611611244944,"['vid_304_0', 'vid_304_1', 'vid_304_2', 'vid_304_3', 'vid_304_4']",6
creator_305,youtube,Creator 305,UC000305605,IN,en,Design,310156,75215,0.09711626147303795,"['vid_305_0', 'vid_305_1', 'vid_305_2']",0
creator_306,youtube,Creator 306,UC000306654,SG,id,Design,442470,148270,0.06280898257337168,"['vid_306_0', 'vid_306_1', 'vid_306_2', 'vid_306_3']",1
creator_307,youtube,Creator 307,UC000307587,IN,zh,AI,225303,49931,0.10741398906636523,"['vid_307_0', 'vid_307_1', 'vid_307_2', 'vid_307_3', 'vid_307_4', 'vid_307_5', 'vid_307_6']",0
creator_308,youtube,Creator 308,UC000308124,MY,en,Gaming,51479,18480,0.1476195116966861,"['vid_308_0', 'vid_308_1', 'vid_308_2', 'vid_308_3']",10
creator_309,youtube,Creator 309,UC000309991,US,en,Tech,417750,59018,0.02674074940130041,"['vid_309_0', 'vid_309_1']",0
creator_310,youtube,Creator 310,UC000310398,IN,en,Tech,114389,15838,0.10334710974593321,"['vid_310_0', 'vid_310_1', 'vid_310_2']",3
creator_311,youtube,Creator 311,UC000311874,IN,en,Tech,34455,4050,0.09652828454203609,"['vid_311_0', 'vid_311_1', 'vid_311_2', 'vid_311_3', 'vid_311_4']",15
creator_312,youtube,Creator 312,UC000312566,US,en,Education,77779,18381,0.12069500516481135,"['vid_312_0', 'vid_312_1', 'vid_312_2']",0
creator_313,youtube,Creator 313,UC000313917,IN,en,Design,48090,16040,0.053798847571183715,"['vid_313_0', 'vid_313_1', 'vid_313_2']",1
creator_314,youtube,Creator 314,UC000314688,GB,en,Tech,164764,55663,0.035923817489521455,"['vid_314_0', 'vid_314_1', 'vid_314_2', 'vid_314_3', 'vid_314_4', 'vid_314_5', 'vid_314_6']",11
